Id,SalePrice
1744,285706.0465828946
1745,226710.95667619587
1746,172312.99272586004
1747,208425.6035257127
1748,241061.09168264535
1749,147087.5484954587
1750,124695.43602155571
1751,218019.3384098949
1752,119107.58169834236
1753,150433.60626484762
1754,188094.69931200802
1755,161089.57347770844
1756,130206.41054589552
1757,123304.25932766534
1758,139000.4406315906
1759,155544.56498024878
1760,167782.2248048119
1761,135379.53505968416
1762,187949.56125177626
1763,177253.577051312
1764,109995.36967481358
1765,170056.9658841459
1766,183295.9784570258
1767,222927.4819105849
1768,146590.71569039978
1769,180212.62190337648
1770,152241.1764353754
1771,129418.40204843429
1772,128728.53405256377
1773,141657.2370474565
1774,119964.1147901302
1775,140036.1463903085
1776,130733.77460174938
1777,112787.11703572133
1778,145164.44038884115
1779,116914.43680137358
1780,167705.00619786538
1781,128748.46942810717
1782,92371.15937564943
1783,142304.84357039334
1784,107890.27233312544
1785,128839.08522008795
1786,139724.58537338595
1787,145093.29711295117
1788,56197.28559683605
1789,102554.34827330978
1790,76984.85936339603
1791,163364.46161914614
1792,160019.7079338722
1793,132517.83250627207
1794,149136.5429119424
1795,137446.91157144765
1796,133355.86076248146
1797,111289.78578913574
1798,131119.07017781932
1799,110262.07913685974
1800,138875.18694026014
1801,134633.1592206099
1802,132374.89256234825
1803,145894.12624132392
1804,139576.6846041786
1805,141922.69654433083
1806,124173.61430171091
1807,119908.70949374985
1808,127388.36533514658
1809,119779.01657357594
1810,146265.0967597789
1811,89981.73558376628
1812,96611.34866842763
1813,125267.44230838653
1814,91049.85554742155
1815,48280.46339751261
1816,95722.97050389234
1817,109926.98166134088
1818,167964.69096820228
1819,119464.52333471476
1820,51019.18874696313
1821,112205.39528998165
1822,144750.15616705458
1823,33549.28508351856
1824,142103.24337904193
1825,141822.20996303437
1826,99958.80189832975
1827,99126.70434352355
1828,141727.53597462238
1829,119282.64828231912
1830,150074.18447021465
1831,149962.97051181158
1832,54933.831071287095
1833,152855.4102730441
1834,120874.29692769886
1835,135177.76041019996
1836,126481.31833916418
1837,81178.69885232505
1838,118278.70028642753
1839,87767.7685140003
1840,152107.62372795024
1841,140342.97069761626
1842,83668.37864761298
1843,132905.5203904988
1844,137238.91651907464
1845,146061.27687285296
1846,159145.07538352223
1847,178209.92396608728
1848,47794.08634045984
1849,108355.82739261791
1850,117965.78712417431
1851,146710.71801230244
1852,118709.62430588658
1853,132027.42302093958
1854,175448.44174148716
1855,140324.96677858653
1856,210890.02140825798
1857,155181.61090520726
1858,124416.34433532445
1859,116919.47211902907
1860,144634.4090900337
1861,115419.17074663445
1862,287175.759007482
1863,270774.4185339836
1864,270774.4185339836
1865,322403.38340841315
1866,323543.71425640956
1867,243171.14020056385
1868,308285.16744204494
1869,205796.32835128767
1870,246344.07917889266
1871,221741.3006027567
1872,171529.498976131
1873,242638.8334517938
1874,145351.49095276688
1875,194758.1394445594
1876,197998.41523504787
1877,220956.10050652534
1878,205646.10199676038
1879,122713.91932406137
1880,131172.2454252893
1881,252246.1104213009
1882,254515.58910937505
1883,188361.70763085352
1884,206719.80228179845
1885,230405.8314024255
1886,289456.30455761275
1887,210959.59784519896
1888,285143.6059416154
1889,167292.14479700747
1890,124032.67398033942
1891,131872.41760006332
1892,111221.03905210877
1893,129462.80167753044
1894,122780.27906778376
1895,130676.21496858305
1896,130795.22872450351
1897,110921.03193471614
1898,106527.49614273981
1899,156821.04003272174
1900,156896.60653057476
1901,185760.26098715042
1902,147838.21869539685
1903,209211.29908815282
1904,155018.40639091303
1905,204041.80845237226
1906,177944.53825190736
1907,218404.2034816738
1908,117041.57611583566
1909,127882.51557738893
1910,116299.23988170722
1911,213999.48779855945
1912,292918.91446182044
1913,141607.17085118257
1914,72472.68285781227
1915,329957.79105916223
1916,68234.32018730031
1917,246376.29877652522
1918,137471.79644248408
1919,147313.85396168166
1920,141859.5793003984
1921,410902.1787617609
1922,313692.14697235165
1923,217336.7075181341
1924,227641.33085044753
1925,193855.4657332901
1926,378184.69282610074
1927,130633.09216975623
1928,166158.00707494587
1929,122273.93257252166
1930,136021.6681969003
1931,146296.83912711067
1932,139430.18766868897
1933,194318.21775932622
1934,184441.55963500077
1935,180452.20184241552
1936,189021.0251732331
1937,192911.48281800444
1938,179455.06019820014
1939,225068.56889813367
1940,192159.21921009265
1941,173814.77326160623
1942,186768.6066181149
1943,217791.84275434088
1944,349697.75245371787
1945,407934.16583070246
1946,143264.7816056742
1947,321955.36717841227
1948,157479.22790262857
1949,244303.7758467484
1950,179666.47062498395
1951,267400.45338631904
1952,207046.465681429
1953,165618.70008755728
1954,180564.64691908262
1955,138443.24687817274
1956,316552.61027148174
1957,158637.5238273658
1958,331142.12353069056
1959,137124.76387333946
1960,114413.2353844211
1961,125431.81850295863
1962,101838.30000903657
1963,111230.23592437652
1964,107155.63732533997
1965,143772.21441636444
1966,141585.42287721855
1967,303361.9011668895
1968,415964.80036613764
1969,380015.8432207669
1970,417693.8392360293
1971,400243.1659648225
1972,396894.49980917416
1973,253262.80662115413
1974,323691.59349451977
1975,506009.4638593237
1976,259829.38553429724
1977,359497.2681682176
1978,370306.5592165758
1979,327571.9008815776
1980,198059.1531704141
1981,342289.7577526577
1982,232318.44334416845
1983,209952.13813934973
1984,164221.7380653145
1985,217946.85058216177
1986,209339.5321871714
1987,173218.01531276162
1988,175621.56708802035
1989,194448.2917032216
1990,215918.4880311251
1991,249940.45491421956
1992,206520.6446406999
1993,165503.46795101388
1994,241232.67890053883
1995,184945.67354158623
1996,240779.6911059472
1997,325953.1557304603
1998,372031.809266484
1999,256935.8173069196
2000,305621.17212235776
2001,270147.8025756031
2002,223324.5476717472
2003,255554.66619273723
2004,268519.56728057755
2005,208588.12946082462
2006,227379.59530127616
2007,230414.5389492365
2008,228807.4577522244
2009,199148.29218342528
2010,192217.35561822215
2011,146195.98586592826
2012,173621.74802647866
2013,182457.97558318768
2014,182500.21510278425
2015,201268.93934172596
2016,201673.19231775161
2017,195975.0320601308
2018,124818.6306178839
2019,135084.17857709702
2020,114560.71149244897
2021,106394.82743052483
2022,177097.90502347692
2023,147289.82158397298
2024,258719.61253953225
2025,371640.3489443141
2026,169520.91570276502
2027,159785.12284288788
2028,148703.78128780922
2029,175703.5851567001
2030,285622.5099394767
2031,251211.48992069846
2032,269381.30626639206
2033,280405.09519865614
2034,169673.82183592574
2035,212081.4450867688
2036,196428.51875847252
2037,202481.27897789498
2038,332728.4745298468
2039,232445.62742561774
2040,348545.3755155432
2041,269194.1556987538
2042,200480.8795418731
2043,175216.82825600923
2044,184024.55902540436
2045,212652.18819515355
2046,141463.52429068452
2047,148317.30912082273
2048,143877.28985197935
2049,136322.53953571504
2050,175371.29745061437
2051,110326.30586504005
2052,127502.54164755937
2053,147415.37379342818
2054,97132.40456974374
2055,162114.3703154787
2056,144355.32175821898
2057,108511.53669322876
2058,222008.38112793904
2059,129379.12097384622
2060,177112.98770134745
2061,173281.07364724006
2062,131021.58451178405
2063,118736.9908953884
2064,140048.2720689817
2065,120039.90156865923
2066,167572.1731146416
2067,112797.00528948526
2068,126430.37664390054
2069,87039.1616950737
2070,117028.13771578124
2071,96100.04280490096
2072,139138.2601661102
2073,138469.16047066182
2074,179518.27886146877
2075,143736.65179096753
2076,124979.11824029207
2077,169452.64665188137
2078,134191.8469233101
2079,133416.6881539821
2080,120643.3544566503
2081,124963.12555136679
2082,110748.76183289818
2083,143501.6516403302
2084,110185.41390351365
2085,119855.51999703226
2086,125825.44022348689
2087,116327.46337026647
2088,95129.59069284056
2089,73539.24735478533
2090,135515.52521691538
2091,123424.23556545824
2092,129564.21984780845
2093,130385.0629233212
2094,114894.51091469113
2095,156023.3993779413
2096,69777.66767733637
2097,100417.9063325749
2098,137062.63658031385
2099,53597.35387044665
2100,70581.10999017779
2101,124598.15623357618
2102,125388.98738044812
2103,104750.94889800581
2104,139985.4544402774
2105,124302.11603437063
2106,67456.50886791674
2107,199196.83668376936
2108,115843.79871305297
2109,115538.28551875053
2110,133694.75574008925
2111,141953.60921116744
2112,149332.52047008902
2113,120829.7887706122
2114,109306.90065657678
2115,162033.50565625186
2116,123580.835815345
2117,142899.83273317877
2118,126003.52000344085
2119,115027.6153426152
2120,109763.69671571173
2121,107271.59235110182
2122,112959.97778047538
2123,80240.10417004021
2124,164951.5643686011
2125,136351.70496772556
2126,146590.68626049985
2127,156382.55576572992
2128,135524.46671991583
2129,91905.72543803434
2130,148632.84139925672
2131,138565.8667623599
2132,114265.2064305989
2133,123664.27403930563
2134,116141.37661947607
2135,85385.61867660093
2136,71138.87383512223
2137,109640.66174098889
2138,123116.69227810594
2139,154618.22677700451
2140,137943.1922557979
2141,147677.69738741533
2142,124822.26264482026
2143,157251.9382644437
2144,123945.20908903115
2145,134887.15074822473
2146,153594.34052597964
2147,138672.4750474803
2148,141564.55902681436
2149,160658.35723753268
2150,212389.02574053488
2151,121795.86928250568
2152,171828.79879009174
2153,160734.8346431615
2154,110972.67589762874
2155,147128.81528271048
2156,278124.52291829
2157,225450.24793027696
2158,236476.04678705055
2159,204655.28340917168
2160,175327.79479824964
2161,238887.49072988846
2162,427131.9353889965
2163,330028.2416723372
2164,238674.54878959426
2165,185466.11406725398
2166,155413.39479988196
2167,216248.0230474904
2168,193996.9103047366
2169,198464.0172990532
2170,221151.50674928215
2171,143770.0187238158
2172,129203.53601856422
2173,169593.93547325698
2174,224243.6822105475
2175,302485.2798578967
2176,327660.37283152196
2177,251877.210397718
2178,214496.398309417
2179,138081.47662125353
2180,258437.3537015588
2181,190019.06183989265
2182,220410.22372054835
2183,191281.37868175018
2184,119862.32068335188
2185,119220.05149445192
2186,149330.42820275904
2187,149428.52005141554
2188,151309.21085681385
2189,258136.42451436305
2190,84175.1017086028
2191,87356.58661805239
2192,91982.16005305854
2193,112785.4587464506
2194,103180.69617916172
2195,104788.94839448582
2196,95532.8142236763
2197,108510.41449336297
2198,159512.40298686616
2199,180128.94035670458
2200,152026.62350004844
2201,149640.4533725009
2202,202004.71819512168
2203,165007.3932476804
2204,195038.39791052465
2205,118215.17218776168
2206,141006.508649839
2207,225223.45913576445
2208,234651.56772383788
2209,275353.8563528345
2210,124149.55070265698
2211,115083.54082118743
2212,116806.81446727086
2213,105168.09795033872
2214,137261.29523687402
2215,96818.04435546465
2216,144979.9101312901
2217,66818.14771642355
2218,84579.93328081936
2219,83847.24086515472
2220,83626.71812793703
2221,335904.4520929131
2222,276267.0911115874
2223,280592.71062322496
2224,199828.58810973502
2225,108016.18486010833
2226,207378.9613870465
2227,193829.69399339106
2228,252714.8438925362
2229,253102.9818719399
2230,151454.11099481833
2231,208697.04467453342
2232,185494.45525421298
2233,179781.8390587926
2234,232830.78220223327
2235,218406.48516451576
2236,252112.70047817595
2237,303228.85700965225
2238,186732.60383520264
2239,111528.04701295597
2240,159098.35699886022
2241,143726.57539950797
2242,121991.60091413966
2243,125589.47706240551
2244,102372.94230061835
2245,101312.52276233454
2246,133794.26511577758
2247,110950.86934812648
2248,125856.44367221776
2249,124097.6682173256
2250,135584.3705736281
2251,112399.45095515631
2252,175943.9309366477
2253,156497.85743353528
2254,180441.6945901021
2255,192660.05310295845
2256,183276.0599495638
2257,235198.48067436132
2258,158125.66755727818
2259,177136.29911284416
2260,150751.22366140882
2261,181687.5827984506
2262,208411.37745027177
2263,369354.74881935125
2264,418734.2159802386
2265,168941.4654824713
2266,305174.8037036483
2267,390375.78037018864
2268,397349.29881567555
2269,146748.95839816207
2270,186090.83906860652
2271,202512.95811841937
2272,193743.6037950013
2273,161082.3548190852
2274,183769.97247260268
2275,152147.7251390317
2276,194265.06646047562
2277,184458.92140784938
2278,148436.3702038627
2279,132304.79794643642
2280,119655.03068250685
2281,172276.83223704217
2282,204200.9948830896
2283,104775.98416292439
2284,114131.62812845659
2285,146928.39992461924
2286,120730.8683588557
2287,342682.34619823913
2288,250482.36585391988
2289,381575.98976463464
2290,410378.9166657945
2291,327282.3821539815
2292,435600.7968013656
2293,432001.2279143948
2294,429795.7285392942
2295,411324.80701755703
2296,276354.54623228585
2297,298473.4825125488
2298,333739.89600505604
2299,411570.07526517025
2300,331938.8207022405
2301,279605.43308514025
2302,244920.04502375808
2303,240099.2907320319
2304,220827.0354480381
2305,194189.15489291193
2306,190132.19729175724
2307,190744.77697129105
2308,225245.17985525532
2309,278283.0033350297
2310,220482.23984731094
2311,204850.68499595174
2312,165629.77716002215
2313,167911.61883529363
2314,162450.62553266855
2315,174621.98357458366
2316,190950.7667037824
2317,186979.1753806607
2318,172780.27528740795
2319,177931.4179343625
2320,183287.12420848676
2321,235217.60473227815
2322,174085.75918232635
2323,186064.98729790314
2324,176668.55274856513
2325,215853.6815008907
2326,175956.77191295012
2327,210695.03790088036
2328,234316.06314992058
2329,189934.49964217382
2330,178717.00871164794
2331,383936.84562629723
2332,406265.7665138508
2333,313567.9421478972
2334,268747.72935779835
2335,254470.6694706401
2336,352242.3361223885
2337,209505.1156767794
2338,289997.9725918251
2339,229003.85717972068
2340,377388.97770943865
2341,231521.8482470416
2342,224104.13698803948
2343,218122.12175989192
2344,225875.185126125
2345,223293.5257030795
2346,216246.58771245548
2347,211164.1033331468
2348,240109.5114506619
2349,187710.16157109913
2350,275626.7460775984
2351,241915.17278052354
2352,231261.88032271856
2353,265479.01967440295
2354,145826.18416630052
2355,156227.4213268957
2356,162040.08298842193
2357,192376.03987648248
2358,198213.13247674474
2359,132438.4767150774
2360,116109.4358524157
2361,142476.80003913594
2362,232623.09117854727
2363,137539.2993436238
2364,160024.04438199135
2365,223198.41694701544
2366,188437.54140781498
2367,223786.35060376057
2368,226025.57931247863
2369,228176.8222171835
2370,168430.8177030147
2371,175452.46932571952
2372,210879.11058708452
2373,279218.3394564737
2374,329745.8303415805
2375,239917.11665970713
2376,288091.3191588078
2377,369097.1421450104
2378,140161.21951489654
2379,208071.08082073272
2380,146503.72760321648
2381,164540.91533574354
2382,199696.79323575486
2383,197430.75618146537
2384,235882.7307292522
2385,159579.13551566837
2386,135518.6293437799
2387,138150.6974221962
2388,107002.5004514959
2389,119704.23365902595
2390,147623.7204011557
2391,137055.2753269602
2392,115490.84922911056
2393,160881.11277428933
2394,147141.93010361504
2395,213241.8170586938
2396,145900.70088254585
2397,219269.8481162269
2398,138971.44785757802
2399,67226.75813803865
2400,65190.2906308935
2401,118712.41870262944
2402,135015.22890987835
2403,134880.72624023745
2404,154399.1693005471
2405,163005.65155090927
2406,144519.80156219797
2407,125719.80486835721
2408,147167.98376197484
2409,125919.76315396465
2410,160594.53749906106
2411,120921.44236250533
2412,154369.5578697991
2413,130165.32387621331
2414,151105.33999586717
2415,137386.44051070805
2416,128347.45438148112
2417,140088.45533441263
2418,137204.3346264651
2419,124165.12628723857
2420,121424.78656015071
2421,139423.43488318392
2422,99843.55418009865
2423,125741.80392390976
2424,165587.42807857372
2425,234573.28865030254
2426,123436.3210603672
2427,130861.48043811004
2428,176946.77295039775
2429,115128.17088413645
2430,133118.22762365083
2431,110827.75331592414
2432,150001.23032630602
2433,154494.48217314805
2434,144088.56409707296
2435,159080.38105116153
2436,114646.06389679502
2437,103806.35016991173
2438,125614.25622315149
2439,102605.02117306252
2440,120514.03296376477
2441,94249.8480361711
2442,94724.06871010717
2443,125539.25933062901
2444,124462.60759326263
2445,82067.80706442894
2446,136627.29398234372
2447,192242.75929585978
2448,132507.53996595152
2449,111567.65600530602
2450,145213.41058473277
2451,131346.01179044528
2452,195268.51730636557
2453,96428.49828836239
2454,121326.76013720297
2455,123169.57863102257
2456,145558.09617253093
2457,134634.40781726237
2458,129395.50053309528
2459,113021.48233579009
2460,145986.7378308554
2461,120952.22191784607
2462,139913.81477400212
2463,121433.47263518728
2464,182158.3435689561
2465,137084.3882739777
2466,114373.73404887962
2467,137233.24095898136
2468,69356.98558690214
2469,69415.584923112
2470,198129.14956943452
2471,205337.74825915997
2472,163510.54209840097
2473,108774.22113364065
2474,95157.51532150146
2475,202018.99289288223
2476,113148.8856434303
2477,132316.1890014806
2478,148290.03728896673
2479,105266.01109781172
2480,163633.80271384353
2481,125982.5043033895
2482,129795.16205486999
2483,112458.48381499478
2484,122701.41737492687
2485,129387.39755873897
2486,156053.20372959634
2487,182593.7497333161
2488,159299.10272277604
2489,143182.8181218292
2490,153809.9413453019
2491,95535.9283741818
2492,196177.26128959225
2493,146345.05215539027
2494,147827.94295739528
2495,70153.46126451505
2496,250536.53985178994
2497,151708.99983430892
2498,113873.98287385203
2499,94857.97901594997
2500,141154.01177715813
2501,135978.51323758275
2502,159461.58443756992
2503,96644.47347385262
2504,170655.83812280148
2505,217432.333693839
2506,241833.86770021278
2507,294994.56428262865
2508,245583.36521760063
2509,214971.54037671417
2510,225749.90702260647
2511,171829.15455837603
2512,200781.71881864572
2513,215460.40104837317
2514,253977.3088635708
2515,159069.99232843207
2516,170073.9430041682
2517,152797.3602262035
2518,155792.6634133222
2519,227422.529080778
2520,218696.06557872103
2521,190458.58912244343
2522,224826.8948576311
2523,113290.184114457
2524,140283.58472760292
2525,153612.98693730304
2526,130708.62438497208
2527,108639.11919282933
2528,128397.80336132932
2529,138904.3772595108
2530,125307.71467254417
2531,257311.58339009157
2532,219944.64816079466
2533,196934.46502090644
2534,219256.3829369238
2535,310147.0193427858
2536,250850.3416077166
2537,249352.43550652597
2538,182090.900927369
2539,181617.95575021967
2540,178000.7777221817
2541,178722.6739675059
2542,164216.79559823294
2543,117065.16779242292
2544,129267.58560006985
2545,125734.86140620083
2546,122146.22632157465
2547,142631.63349541824
2548,145587.13349616138
2549,161438.92958590836
2550,314662.26914005005
2551,133758.92873265914
2552,129787.61790037977
2553,74882.7060583183
2554,102321.05776519854
2555,118209.68662046822
2556,105895.01186407341
2557,112232.79843691946
2558,146571.76438109914
2559,148147.23689700264
2560,158063.45218141354
2561,146126.74323374202
2562,145690.13164692037
2563,157825.6897810927
2564,204782.67103584475
2565,151557.77154341026
2566,168789.1286722805
2567,150460.5016654364
2568,223263.99126881067
2569,215693.1884919737
2570,119998.27703798749
2571,194828.95820291713
2572,152759.1948645823
2573,223377.65882707253
2574,270068.9356875777
2575,130673.190882914
2576,123372.85523101992
2577,163912.54225482172
2578,77695.49134995764
2579,62900.2596889329
2580,117997.98211857569
2581,119190.56177107622
2582,129283.83797782741
2583,293637.11336162343
2584,157640.84302331947
2585,180127.44188286705
2586,242112.67562357895
2587,205849.53076555522
2588,142482.7978319585
2589,149475.43055669262
2590,210606.7621389864
2591,208089.49601681365
2592,217526.47435504524
2593,260335.40497747887
2594,179144.6893628903
2595,192731.85435771372
2596,315945.7273965817
2597,181169.34997417248
2598,276544.0458251411
2599,300939.6689636484
2600,144215.39348991978
2601,149023.86960282375
2602,82341.5001442001
2603,92709.84835853912
2604,91177.17185851364
2605,71425.28039801978
2606,150665.2744246803
2607,193290.58971605657
2608,217004.57807811289
2609,172204.1188861851
2610,110506.54550997619
2611,111318.61688663943
2612,155340.73332641544
2613,132447.01007805392
2614,130798.24233902553
2615,151590.73031600149
2616,141520.72004607206
2617,190782.08221248828
2618,207836.07908892873
2619,169061.56637477974
2620,188002.80233811028
2621,185522.12237795073
2622,189331.94676481775
2623,249997.48858277264
2624,327996.68935430975
2625,321129.8072032407
2626,173344.09712461857
2627,176270.66637279044
2628,458596.4886383113
2629,456837.7201606054
2630,359706.3115827534
2631,456057.7073708205
2632,457059.37155966804
2633,319893.1784708361
2634,431009.6738223136
2635,161943.44823822842
2636,176798.85207613284
2637,172541.70463114008
2638,250375.46576048702
2639,200892.65440294615
2640,152513.88005829867
2641,108805.13822240937
2642,211470.28008689225
2643,100908.47777313602
2644,127223.20706844634
2645,110578.46289870565
2646,97840.98666189532
2647,106227.17380609145
2648,146212.80445585557
2649,143149.2984333402
2650,136084.32994486415
2651,142433.6088083768
2652,454441.7482134704
2653,235734.29759933907
2654,245573.8155259732
2655,432815.55926886055
2656,341225.6541541495
2657,348201.86984270194
2658,292394.37138279574
2659,307867.04780123284
2660,361879.1700409154
2661,346269.500778653
2662,386052.8858364717
2663,266772.19070383423
2664,281104.7869822993
2665,321433.6842645379
2666,292794.0467015028
2667,158829.03819110096
2668,172299.32264735733
2669,176541.32132998965
2670,291190.75577005994
2671,181203.4292620313
2672,194590.5076841411
2673,206002.91653207174
2674,208607.331101359
2675,160098.2184563942
2676,185980.00001973257
2677,197962.80811186708
2678,268447.3884177365
2679,271695.1006670838
2680,262858.33447053813
2681,438558.08648767194
2682,347933.81703210366
2683,556135.283437145
2684,302402.87073798856
2685,326263.03448850673
2686,243488.57506610622
2687,303886.3832590886
2688,218307.20577018816
2689,199493.35927006154
2690,421730.87953623687
2691,193865.34648458008
2692,138349.74973882487
2693,209587.68629839647
2694,133447.06620817454
2695,185834.8657939885
2696,177746.12674775426
2697,199889.06349841983
2698,208136.65931995184
2699,183511.19756294123
2700,161938.0648861767
2701,148185.84347939576
2702,112436.51905601232
2703,129973.5295030161
2704,140230.06762391006
2705,120704.45877327869
2706,119626.63495231982
2707,123453.81612920684
2708,136467.1939157106
2709,111935.36085041483
2710,130030.27727799414
2711,256404.22168692466
2712,389155.43716647185
2713,180175.64738180125
2714,149874.92686928692
2715,172350.55824015048
2716,144413.5075218806
2717,183854.34869872377
2718,219210.33833874782
2719,154300.64057963496
2720,170612.1594863478
2721,132794.6033534947
2722,165004.61527071623
2723,135655.57144876177
2724,125097.13173919012
2725,132966.37075971966
2726,151318.36295898145
2727,188501.44283764577
2728,175550.2582800578
2729,152364.8894812243
2730,144837.4280480754
2731,131242.38207279769
2732,135162.795685479
2733,163123.9733718464
